job_title,job_link,date_posted,employer,salary,location,job_type,whole_body
Market Data Business Analyst,https://www.reed.co.uk/jobs/market-data-business-analyst/44048464?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-14,Huxley,£400.00 - £500.00 per day,South East England,"FULL_TIME, CONTRACTOR","our client within financial services has an opportunity for a market data business analyst to join their london based team in an initial 6 month contract. this role sits at associate level, and is suited to someone who has started developing their career  in marketing analytics. you will be supporting this bank with day to day marketing data activity, and be responsible for spend management and vendor content. about the this opportunity:  previous experience in financial services is preferredexperience with demand management important, you will be responsible for challenging and approving where necessarymanaging market requests for new dataanalysing unused data, part of the clean up cycle to ensure data is being efficiently useddisplacing expensive products with low cost items previous experience with buy side or sell side is preferred. you'll be engaging with operations, reporting and strategy and have strong experience within financial services. please apply online to express your interest. please click here to find out more about our key information documents. please note that the documents provided contain generic information. if we are successful in finding you an assignment, you will receive a key information document which will be specific  to the vendor set-up you have chosen and your placement. to find out more about huxley, please visit www.huxley.com huxley, a trading division of sthree partnership llp is acting as an employment business in relation to this vacancy | registered office | 1st floor, 75 king william street, london, ec4n 7be, united kingdom | partnership number | oc387148 england and wales"
Underwriting Data Analyst,https://www.reed.co.uk/jobs/underwriting-data-analyst/43855195?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-08-27,High Finance (UK) Limited T/A HFG,"£45,000 per annum",South East England,FULL_TIME,"production of monthly scheme underwriting performance reports using sas and excel. undertaking detailed variance analysis (actual v expected) and trend analysis of various key metrics. monitoring of the overall underwriting performance and recommending actions to improve performance. communication of results in clear and concise manner. improve content of the reporting produced each month by writing sas code and presenting within excel. recommend further areas for investigation based on analysis of these packs. continuously look for ways to drive efficiency via the identification of operational improvements or automating reoccurring tasks. production of the monthly underwriting bordereaux and production of ad-hoc reporting to support underwriting analysis, utilising excel, qlikview, sas and other available tools. creation of booking schedules, carrying out the monthly premium bookings within the company's accounting system, monitoring financial reports to ensure bookings are accurate and liaising with credit control dept. use sas to update monthly policy and claims data, including data cleansing, and help with creation of internal production forecasts."
Data Migration Analyst,https://www.reed.co.uk/jobs/data-migration-analyst/44050329?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-14,REED Procurement & Supply Chain,"£275.00 - £325.00 per day, negotiable, inc benefits",West Sussex,"FULL_TIME, TEMPORARY","my client are a global multi-billion pound turnover business who are now in the build / test stage of implementing a new globally integrated sap s/4 hana system. phase 2 involves europe, the us and satellite businesses. to support this second wave of the project, my client now requires x2 migration analysts (also titled sap & satellite systems migration administrators). this will work with european operations and will be 3 days from home and 2 days in the office. working under the migration lead you will be responsible for migration rehearsals and cutover tasks for europe.  you will liaise with 3rd party who are supporting data extraction and will ensure the successful conversion of data to required templates.you will engage with department owners to ensure all data is ready for migration and that loads are successful and validated.you will be actively involved on calls that can occur outside of eu business hours (this is a global project and your hours will be recompensed to ensure you are treated well).you will prepare data templates for migration rehearsals, ensuring us and eu teams are working together to deliver each preparation elements.you will work with the business to ensure data cleansing milestones are met.working with the migration lead, japan and external partners, you will ensure templates are uploaded prior to each rehearsal and which ones need to be used.you will convert legacy data to upload template.you will upload legacy data to upload template. the business treat their staff and contractors excellently and have a brilliant reputation in the industry for this. this contract will run to dec 2022. you can also expect to receive a £50 per day retention bonus that will accrue throughout this phase of the project. when this phase is complete you will be eligible for your retention bonus."
Data Support Analyst,https://www.reed.co.uk/jobs/data-support-analyst/43993071?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-09,Multiverse,"£22,600 per annum, inc benefits",South East England,FULL_TIME,"they are looking for a proactive individual who is interested in learning about market data and the functional workings of a busy data team delivering business critical requirements within a world-class hedge fund. you should have a willingness to learn  and be eager with a can-do attitude. you should be happy to take detailed instructions from senior peers and carry out requirements in a careful and responsible manner. a typical day  supporting the research team by checking reports to analyse and spot problems and patterns and solve issues or escalate to external vendors or senior data members, if required.dealing with adhoc queries from different areas of the business to support data needsthere will be an element of shift work, which you can discuss at interview you must have  five gcse grades c - a* (4-9) or equivalent, including english and maths skills needed  problem solvingcommunicationorganisation personal qualities  excellent numerical skills as well as strong analytic and problem-solving skillsorganisational skills and good attention to detailknowledge of microsoft office products (especially excel) would be an advantage perks and benefits  amazing locationbike to work schemebonuscasual dress codeenhanced parental leaveequity/share optionsflexible working hourshealth covermentor schememultiverse community hubmultiverse communityon-site gamespensionshowers on-sitesocial eventsvolunteering future prospectsyou will complete this programme with a bsc (hons) digital and technology solutions (data analytics) included in qualification1. training on the 45 month level 6 advanced data fellowship apprenticeship 2. being a multiverse apprentice means access to awesome social events, sports teams, insight/career days with other apprentices to grow your network, as well as your own personal coach who will guide you through the qualification and help you achieve your  full potential. 3. as part of your multiverse apprenticeship, you will have access to our future leaders foundation modules to help you develop the 6 key competencies: well-being, self-awareness, motivation, conscientiousness, effectiveness and grit."
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/43851435?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-08-31,Percepta UK Limited,Competitive salary,East Midlands,FULL_TIME,"position summary the data analyst is responsible for supporting the database and data storage systems, ensuring the smooth flow of business-critical data from the multiple sites operated by the academy. the data analyst will become familiar with the globally unique training system and tailor the current system to fit the academy requirements. this will involve managing weekly delegate data updates and training data administration. the data analyst will also assist the business intelligence supervisor and business analyst with the routine reports and work in conjunction to develop work instructions for reports to provide increased levels of resilience from both an  operational and audit-readiness standpoint. all products should bear testimony to an extremely high standard of accuracy and presentation and the individual should be a good communicator. duties and responsibilities · ensure data systems are maintained and operationally ready for the business now and in the future · provide a supportive role to the academy business intelligence supervisor team and team leaders · assistance with the development of both internal and external reports and reporting standards · gain advanced knowledge of academy business function · must ensure all product is punctual, well-presented and prepared to a very high degree of accuracy · liaise with marketing specialist to provide targeted communications to the dealer network · maintenance and update of team processes and working instructions · assist business intelligence team in data migration into a new lms · update dealer team structure within the newly implemented lms system · manage weekly delegate data updates and administrate training data · provide continuous data cleansing processes for current data sets · liaise with peers to provide reporting for gaps in the lms system · maintain dealer data within lms by processing new alerts and changes · progress team queries raised via internal inbox · update foe lms (stars) to reflect changes in dealer structure education · a graduate it qualification or equivalent experience / skills · good understanding of business · advanced knowledge of ms excel, including formulas · previous exposure to lms or crm systems · understanding of database technologies · intermediate understanding of ms office, word, and powerpoint · analytical mindset · attention to detail · experience in report writing and presentation skills · knowledge of html, css & javascript would be an advantage · knowledge of webfocus would be an advantage"
Data Analyst,https://www.reed.co.uk/jobs/data-analyst/44005870?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-10,Howden Group Holdings,Salary negotiable,South East England,FULL_TIME,"data analyst at hx - we offer a great opportunity to transform the insurance industry from the inside out! hx is an exciting and fast-paced place to work, with the culture of an ambitious small business, yet delivering high-quality enterprise-grade industry-firsts into the global wholesale insurance market.  the company born in 2019, hx is the newest division of howden group holdings, the world's largest majority employee-owned insurance group. built with a blend of insurance industry specialists and technology champions from various industries, hx focuses on digital products  and data solutions including automation, business-to-business / direct-to-consumer sales, analytics and driving business value from data insight.  the position we're looking for a data analyst summary of the role a role for someone to help drive and manage the analysis of insurance data to provide greater insight. this will mean working with the key business stakeholders and it to deliver solutions that meet the business' needs.  responsibilities   help shape business strategy through an understanding of how data can be used to address current and emerging business needs  delivery of assigned projects and contribute to others and other initiatives as required  develop and maintain data, data collection systems, data analytics and other strategies that optimise statistical efficiency and quality  work with internal stakeholders and develop positive relationships with the business units in the group  act as a point of contact for client requirements, project issues and other queries  requirements   2 years' experience working as a data analyst in the insurance industry, particularly the london market  demonstrable experience managing multiple data sets tool and technologies  extensive sql and etl knowledge  a customer centric approach to problem solving and data requests  the location hx?is based in the vibrant area of the city of london. our office is just a short walk away from liverpool street station.?  what we offer   competitive salary & generous pensions   individual private medical cover via bupa   26 weeks full pay maternity leave / 4 weeks full pay paternity leave   agile working arrangements   a wide variety of wellbeing offers: employee assistance programme, cycle to work (up to £5k), digital gp services, mental wellbeing support apps   why should you apply?  if you want…   a career that you define   an access to on-the-job learning and upscale courses (e.g. chartered insurance institute course and certification)   to join the group that considers their people as its chief competitive advantage   to be a part of the place where everyone has a voice, where volunteering in the community is part of the day job, and where everyone is encouraged to play a part towards our sustainability goals.   to make a difference - not just in the workplace, but in the industry and in the wider community.   if you are passionate about fast changing working environment and challenges.   you should join us at hx!"
Underwriting Data Analyst,https://www.reed.co.uk/jobs/underwriting-data-analyst/43855195?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-08-27,High Finance (UK) Limited T/A HFG,"£45,000 per annum",South East England,FULL_TIME,"production of monthly scheme underwriting performance reports using sas and excel. undertaking detailed variance analysis (actual v expected) and trend analysis of various key metrics. monitoring of the overall underwriting performance and recommending actions to improve performance. communication of results in clear and concise manner. improve content of the reporting produced each month by writing sas code and presenting within excel. recommend further areas for investigation based on analysis of these packs. continuously look for ways to drive efficiency via the identification of operational improvements or automating reoccurring tasks. production of the monthly underwriting bordereaux and production of ad-hoc reporting to support underwriting analysis, utilising excel, qlikview, sas and other available tools. creation of booking schedules, carrying out the monthly premium bookings within the company's accounting system, monitoring financial reports to ensure bookings are accurate and liaising with credit control dept. use sas to update monthly policy and claims data, including data cleansing, and help with creation of internal production forecasts."
Data Migration Analyst,https://www.reed.co.uk/jobs/data-migration-analyst/44050329?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-14,REED Procurement & Supply Chain,"£275.00 - £325.00 per day, negotiable, inc benefits",West Sussex,"FULL_TIME, TEMPORARY","my client are a global multi-billion pound turnover business who are now in the build / test stage of implementing a new globally integrated sap s/4 hana system. phase 2 involves europe, the us and satellite businesses. to support this second wave of the project, my client now requires x2 migration analysts (also titled sap & satellite systems migration administrators). this will work with european operations and will be 3 days from home and 2 days in the office. working under the migration lead you will be responsible for migration rehearsals and cutover tasks for europe.  you will liaise with 3rd party who are supporting data extraction and will ensure the successful conversion of data to required templates.you will engage with department owners to ensure all data is ready for migration and that loads are successful and validated.you will be actively involved on calls that can occur outside of eu business hours (this is a global project and your hours will be recompensed to ensure you are treated well).you will prepare data templates for migration rehearsals, ensuring us and eu teams are working together to deliver each preparation elements.you will work with the business to ensure data cleansing milestones are met.working with the migration lead, japan and external partners, you will ensure templates are uploaded prior to each rehearsal and which ones need to be used.you will convert legacy data to upload template.you will upload legacy data to upload template. the business treat their staff and contractors excellently and have a brilliant reputation in the industry for this. this contract will run to dec 2022. you can also expect to receive a £50 per day retention bonus that will accrue throughout this phase of the project. when this phase is complete you will be eligible for your retention bonus."
Data Support Analyst,https://www.reed.co.uk/jobs/data-support-analyst/43993071?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-09,Multiverse,"£22,600 per annum, inc benefits",South East England,FULL_TIME,"they are looking for a proactive individual who is interested in learning about market data and the functional workings of a busy data team delivering business critical requirements within a world-class hedge fund. you should have a willingness to learn  and be eager with a can-do attitude. you should be happy to take detailed instructions from senior peers and carry out requirements in a careful and responsible manner. a typical day  supporting the research team by checking reports to analyse and spot problems and patterns and solve issues or escalate to external vendors or senior data members, if required.dealing with adhoc queries from different areas of the business to support data needsthere will be an element of shift work, which you can discuss at interview you must have  five gcse grades c - a* (4-9) or equivalent, including english and maths skills needed  problem solvingcommunicationorganisation personal qualities  excellent numerical skills as well as strong analytic and problem-solving skillsorganisational skills and good attention to detailknowledge of microsoft office products (especially excel) would be an advantage perks and benefits  amazing locationbike to work schemebonuscasual dress codeenhanced parental leaveequity/share optionsflexible working hourshealth covermentor schememultiverse community hubmultiverse communityon-site gamespensionshowers on-sitesocial eventsvolunteering future prospectsyou will complete this programme with a bsc (hons) digital and technology solutions (data analytics) included in qualification1. training on the 45 month level 6 advanced data fellowship apprenticeship 2. being a multiverse apprentice means access to awesome social events, sports teams, insight/career days with other apprentices to grow your network, as well as your own personal coach who will guide you through the qualification and help you achieve your  full potential. 3. as part of your multiverse apprenticeship, you will have access to our future leaders foundation modules to help you develop the 6 key competencies: well-being, self-awareness, motivation, conscientiousness, effectiveness and grit."
DIGITAL DATA ANALYST,https://www.reed.co.uk/jobs/digital-data-analyst/44011469?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-10,Harnham,"£35,000 - £45,000 per annum",London,FULL_TIME,"digital analytics consultant greater london £35,000 - £45,000  want to be part of a marketing team that prioritises experience both for clients and employees? join a diverse and developing team to help deliver the high standards of important clients and contribute towards the transmission from plans to action. the company this is one of the largest specialist digital marketing agencies in the uk and their approach to business is centered around people and attempting to meet their desires. utilising organic channels, the company seeks to uncomplicate the complex data contributing  towards success and push towards progress. the role as a digital analytics consultant, you will be required to undertake advanced analysis projects and communicate effectively to stakeholders, working towards the implementation of recommendations. this will entail:  working directly with clients and accounts teams in the reporting of data to help move towards potential opportunities.review the data surrounding existing projects and communicate with senior members.audit analytics implementations and own reports, ensuring a clear understanding for both technical and non - technical stakeholders. skills and tools required  good experience in an analytic consultancygoogle analytics, google tag manager, data studios.solid communication and reporting skillssql, python or r (desired) benefits £35,000 - £45,000 annual salary, health care, flexible working hours, cash bonus, and a profit share scheme. how to apply please register your interest by sending your cv to holly taylor via the apply link on this page."
Marketing Data Analyst,https://www.reed.co.uk/jobs/marketing-data-analyst/44104801?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-20,REED Business Support,"£19,000 - £23,000 per annum, inc benefits",West Sussex,FULL_TIME,"are you looking  for an exciting role in a growing organisation. i am recruiting for a local business who is keen to recruit an energetic, eager and data driven individual to join their marketing and analytics team. this role would suit a graduate with experience  of using power bi, excel and other data mining tools or an individual looking to take their next step in developing data.  usage of sql is highly desirable. working within the commercial & marketing team, the primary role of the job holder is to provide detailed and timely information to both publisher clients and internal stakeholders, allowing for informed business decisions to be taken.   to support members of the commercial & marketing team through the provision of regular and adhoc reporting as required, whilst playing a lead role in the development and automation of marketing data and information both internally and externally.    day to day responsibilities:  provide scheduled and adhoc information as requested either directly by clients or the account management teamconduct statistical analysis of all promotional activity, ensuring such information is communicated effectively both internally and externally.perform maintenance tasks on data and systems that will need to be carried out on a regular basis along with ad hoc projects defined by the line manager.work closely with members of the commercial & marketing team to ensure maximum benefit for publisher clients from the ms resource and to establish clear priorities.play a lead role in the ongoing development of reporting capabilities and implementation of new softwarerespond efficiently to client enquiries, obtaining and evaluating all available information and manage using subscription softwareparticipate as required in client review meetings, presenting and interpreting data into business information.ensure all analysis & reports are archived within department drives in line with company proceduremaintain up to date knowledge of the client base and respective marketswork with line manager to ensure ongoing development of reporting suites, produced and maintained with maximum efficiency if this role sounds of interest to you, please apply online."
Graduate Data Analyst,https://www.reed.co.uk/jobs/graduate-data-analyst/43851275?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-08-27,ITECCO,"£20,000 - £24,000 per annum",South East England,FULL_TIME,"my client is seeking graduates to join their rapidly growing company that conduct innovative clinical research based in the heart of oxfordshire. they are looking for graduate analyst with logical minds, enthusiasm to learn and have a strong education background  in either a mathematical or computer science discipline (or similar). the salary for this role is £24,000, and all training will be provided. once trained and having passed your probation, your responsibilities will include some of the following (in the field of 1-2-1 customer experience, marketing and engagement):  contribute to and in due course take ownership of a particular solution offering.develop and execute solution strategy that support business growthhelp identify and translate requirements into software / solution design and solutions.perform analysis activities as well as end to end solution and design detailsbuild and maintain repository for deliverables, methodologies, and business development documents requirements  bsc in mathematics, statistics & computer science1 - 2 years' experience in an analytical role (highly advantageous)advanced in using one or more programming languages (ideally python, sql, r or similar)analytical mindset the client is looking to fill this opportunity immediately, so please apply asap or get in touch on to discuss in further detail or send your cv direct to me at (thomas . warburton @ itecco . co . uk). built on a foundation of industry-leading technology, a world-class team and a scientific approach to building a truly recognisable brand, itecco are fast becoming the uk's most influential it recruitment company"
Senior Marketing Data Analyst,https://www.reed.co.uk/jobs/senior-marketing-data-analyst/44111868?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-20,Hyundai,Competitive salary,Surrey,FULL_TIME,"based in leatherhead 4 days per week, 1 day per week flexible working! do you want to join the leaders in urban mobility solutions and help drive the mass and rapid conversion toward electric vehicles? do innovations like the world's first hydrogen-powered suv excite you? are you seeking a marketing role for a big brand that  is committed to shaking things up? under new leadership, in a new office space and with 30 new models to launch in the next five years, there has never been a more exciting time to join the marketing team at hyundai uk. marketing at hyundai starts with our progressive products, and ends with our inspired and delighted customers. the digital and crm team is tasked with bringing the two together through all digital and outbound communication manifestations of hyundai. a crucial  component of these is bringing our prospects, customers, dealer network and internal stakeholders along on the journey with us.  as the senior marketing data analyst, you will be responsible for leading the management and reporting of our marketing data. you will analyse data from all comms channels and report on lower funnel performance. in parallel, you will play an instrumental  part in the management of customer communications (including customer data strategy and profiling, communication automation, and leading your agency team to develop assets and ensure effective and timely delivery). you will be a key player in the transformation of hyundai’s digital customer journey, working across several functions with multiple stakeholders all sharing the same vision of delivering an exceptional customer experience throughout their entire journey. the day to day: coordinate the day-to-day reporting requirements. understand hmuk brand and commercial objectives and track the performance and roi of our digital platforms against these kpis. work with the digital & customer data manager to evaluate successes  and arrive at key recommendations. support the digital & data marketing manager across all digital activities. proactively work with internal stakeholders (sales, pr, aftersales, brand experience, hyundai capital and dealer teams) and agencies to align activity performance and ensure the business is driving maximum consumer engagement across all digital channels. proactively investigate new digital ideas for the business. monitor competitive promotions and events to ensure hyundai is embracing the latest industry trends and opportunities. coordinate, execute and report on hyundai’s digital outbound activities. be the go-to person for hyundai’s email marketing activities and ensure that our communication is timely, effective, within budget and complementary to the wider business  objectives. person specification:  experience managing crm campaigns, calendars and agenciesgood understanding of what makes a crm campaign successful excited by and with experience in data analysis and reportingthrives in fast-paced work environments with an ability to pivot quickly with moving priorities meticulous attention to detail and exemplary organisational skills, with an ability to prioritise ambitious, with a 'cando’ attitude and the ability to find innovative solutions to challengesa positive track record of solving business challenges using datahighly competent user of excel and data analysispassion for cars, tech and innovation a confident communicator who can present data to multiple stakeholders and build relationships outside of their immediate teamshares hyundai’s core values: customer, challenge, collaboration, people, globality"
Graduate Data Analyst,https://www.reed.co.uk/jobs/graduate-data-analyst/44199185?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-27,Agility,"£22,000 - £25,000 per annum",Cheshire,FULL_TIME,"my client is a sme organisation based near stockport who has an exciting opportunity for a graduate to join their analytical team. this is an ideal opportunity if you have graduated with a numerical related degree and are looking to develop your career in an analytical field. this role offers a fantastic opportunity for a self-motivated, highly numerate graduate to make asignificant difference within a well-established and rapidly growing organisation. your day to day will consist of…….· proactively and collaboratively develop analysis and insight to support operations· report making to help deliver optimal management decisions· identify, quantify and prioritise opportunities to enhance operational efficiency and produceworld-class deliverables fit for a world-class operation to drive continuous improvement.· apply analytical and technical ability to ensure the team delivers the highest standards ofanalysis and reporting to key stakeholders what we want from you…...· minimum 2:1 within a numerically based degree i.e. maths, economics, business, psychology,physics etc.· proficient in use of microsoft office product suite, particularly excel i.e. pivot tables and v-lookups· working knowledge of one or more of the following: sql, r, python, c++, java· clear, logical analytical approach to problem-solving· ability to investigate data, find trends, forecast performance and provide insightfulrecommendations it’s a bonus if you have!· previous experience presenting information to key stakeholders· proficient use of vba’s· previous experience using sas· knowledge and practical experience with power bi and cloud collaboration solutions please note due to the large volume of applications we receive for these roles, if we have not contacted you within 7 days then, unfortunately, your application hasn’t been successful, however, we may contact you regarding other roles. we’re sorry we can’t  contact you directly but we wish you all the best in your job search"
Graduate Data Analyst,https://www.reed.co.uk/jobs/graduate-data-analyst/44276959?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-10-05,Agility,"£22,000 - £25,000 per annum",West Midlands,FULL_TIME,"my client is a sme organisation based near birmingham centre who has an exciting opportunity for a graduate to join their analytical team. this is an ideal opportunity if you have graduated with a numerical related degree and are looking to develop your career in an analytical field. this role offers a fantastic opportunity for a self-motivated, highly numerate graduate to make asignificant difference within a well-established and rapidly growing organisation. your day to day will consist of…….· proactively and collaboratively develop analysis and insight to support operations· report making to help deliver optimal management decisions· identify, quantify and prioritise opportunities to enhance operational efficiency and produceworld-class deliverables fit for a world-class operation to drive continuous improvement.· apply analytical and technical ability to ensure the team delivers the highest standards ofanalysis and reporting to key stakeholders what we want from you…...· minimum 2:1 within a numerically based degree i.e. maths, economics, business, psychology,physics etc.· proficient in use of microsoft office product suite, particularly excel i.e. pivot tables and v-lookups· working knowledge of one or more of the following: sql, r, python, c++, java· clear, logical analytical approach to problem-solving· ability to investigate data, find trends, forecast performance and provide insightfulrecommendations it’s a bonus if you have!· previous experience presenting information to key stakeholders· proficient use of vba’s· previous experience using sas· knowledge and practical experience with power bi and cloud collaboration solutions please note due to the large volume of applications we receive for these roles, if we have not contacted you within 7 days then, unfortunately, your application hasn’t been successful, however, we may contact you regarding other roles. we’re sorry we can’t  contact you directly but we wish you all the best in your job search"
Marketing Data Analyst,https://www.reed.co.uk/jobs/marketing-data-analyst/44104798?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-20,REED Business Support,"£19,000 - £23,000 per annum, inc benefits",West Sussex,FULL_TIME,"are you looking  for an exciting role in a growing organisation. i am recruiting for a local business who is keen to recruit an energetic, eager and data driven individual to join their marketing and analytics team. this role would suit a graduate with experience  of using power bi, excel and other data mining tools or an individual looking to take their next step in developing data.  usage of sql is highly desirable. working within the commercial & marketing team, the primary role of the job holder is to provide detailed and timely information to both publisher clients and internal stakeholders, allowing for informed business decisions to be taken.   to support members of the commercial & marketing team through the provision of regular and adhoc reporting as required, whilst playing a lead role in the development and automation of marketing data and information both internally and externally.    day to day responsibilities:  provide scheduled and adhoc information as requested either directly by clients or the account management teamconduct statistical analysis of all promotional activity, ensuring such information is communicated effectively both internally and externally.perform maintenance tasks on data and systems that will need to be carried out on a regular basis along with ad hoc projects defined by the line manager.work closely with members of the commercial & marketing team to ensure maximum benefit for publisher clients from the ms resource and to establish clear priorities.play a lead role in the ongoing development of reporting capabilities and implementation of new softwarerespond efficiently to client enquiries, obtaining and evaluating all available information and manage using subscription softwareparticipate as required in client review meetings, presenting and interpreting data into business information.ensure all analysis & reports are archived within department drives in line with company proceduremaintain up to date knowledge of the client base and respective marketswork with line manager to ensure ongoing development of reporting suites, produced and maintained with maximum efficiency if this role sounds of interest to you, please apply online."
Master Data Analyst,https://www.reed.co.uk/jobs/master-data-analyst/43636605?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-08,Greencore,Salary negotiable,Nottinghamshire,FULL_TIME,"role purpose:  responsible for the creation, maintenance and retirement of appropriately governed master data to support key business applications. you will be working with a dedicated team and handling your own site account, managing day to day issues through online helpdesk and data change request processes. positive interaction with various sites is required to help resolve data problems or participate  in project work/demands. being self-motivated , working independently and also part of a team is important as you may be asked to visit different sites helping to drive in master data processes and procedures that contribute to a more centralised/shared service approach. key accountabilities:  creates, maintains and/or retires assigned master data objects,processes and documentation following the documented masterdata management processes and proceduresprovides business support activity for assigned data objectsinvestigates, resolve or if appropriate escalate master dataissues to ensure data supports improved business performancetake information from several sources to provideinformation/reports for business teamssupport data conversion and cleansing activity to supportbusiness initiatives / projects.offer advice to colleagues on data management and processes around day to day issues.support helpdesk and request functionsmanage own customer accounts why greencore?you may not have heard of us, but we’re sure you’ve tried our products. we’re a vibrant, fast-paced leading food manufacturer. employing 12,200 colleagues across 16 world-class manufacturing sites and 18 distribution depots across the uk. we supply all the  uk’s food retailers with everything from sandwiches, soups and sushi to cooking sauces, pickles and ready meals. here at manton wood, we have a team of around 1,700 colleagues. we produce sandwiches and wraps for some of the biggest retailers in the uk including co-op, asda, morrisons, boots, aldi and lidl. our manton wood site has a gym, restaurant with hot food and a staff shop available to all our colleagues. what we’re looking for  experience in data entry/managementunderstand master data management conceptsprior experience of using data principles and recognition of the value of master dataknowledge of the business and policies/processes of the organizationunderstands data dependencies across the organization, systems and business processesstrong attention to detailstrong analytical skills and toolspositive customer facing approach.works well in a team and independently.self-motivated if this sounds like you, join us and grow with greencore, and be a part of driving our future success. what you’ll get in return  competitive salary and job-related benefitsholidayspension up to 8% matchedcompany share save schemegreencore qualificationsexclusive greencore employee discount platform throughout your time at greencore, you will be supported with on the job training and development opportunities to further your career."
Graduate Data Analyst,https://www.reed.co.uk/jobs/graduate-data-analyst/44199151?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-27,Agility,"£22,000 - £25,000 per annum",Merseyside,FULL_TIME,"my client is a sme organisation based near liverpool who has an exciting opportunity for a graduate to join their analytical team. this is an ideal opportunity if you have graduated with a numerical related degree and are looking to develop your career in an analytical field. this role offers a fantastic opportunity for a self-motivated, highly numerate graduate to make asignificant difference within a well-established and rapidly growing organisation. your day to day will consist of…….· proactively and collaboratively develop analysis and insight to support operations· report making to help deliver optimal management decisions· identify, quantify and prioritise opportunities to enhance operational efficiency and produceworld-class deliverables fit for a world-class operation to drive continuous improvement.· apply analytical and technical ability to ensure the team delivers the highest standards ofanalysis and reporting to key stakeholders what we want from you…...· minimum 2:1 within a numerically based degree i.e. maths, economics, business, psychology,physics etc.· proficient in use of microsoft office product suite, particularly excel i.e. pivot tables and v-lookups· working knowledge of one or more of the following: sql, r, python, c++, java· clear, logical analytical approach to problem-solving· ability to investigate data, find trends, forecast performance and provide insightfulrecommendations it’s a bonus if you have!· previous experience presenting information to key stakeholders· proficient use of vba’s· previous experience using sas· knowledge and practical experience with power bi and cloud collaboration solutions please note due to the large volume of applications we receive for these roles, if we have not contacted you within 7 days then, unfortunately, your application hasn’t been successful, however, we may contact you regarding other roles. we’re sorry we can’t  contact you directly but we wish you all the best in your job search"
Graduate Data Analyst,https://www.reed.co.uk/jobs/graduate-data-analyst/44199088?source=searchResults&filter=%2fjobs%2fdata-analyst-jobs,2021-09-27,Agility,"£22,000 - £25,000 per annum",Lanarkshire,FULL_TIME,"my client is a sme organisation based near edinburgh who has an exciting opportunity for a graduate to join their analytical team. this is an ideal opportunity if you have graduated with a numerical related degree and are looking to develop your career in an analytical field. this role offers a fantastic opportunity for a self-motivated, highly numerate graduate to make asignificant difference within a well-established and rapidly growing organisation. your day to day will consist of…….· proactively and collaboratively develop analysis and insight to support operations· report making to help deliver optimal management decisions· identify, quantify and prioritise opportunities to enhance operational efficiency and produceworld-class deliverables fit for a world-class operation to drive continuous improvement.· apply analytical and technical ability to ensure the team delivers the highest standards ofanalysis and reporting to key stakeholders what we want from you…...· minimum 2:1 within a numerically based degree i.e. maths, economics, business, psychology,physics etc.· proficient in use of microsoft office product suite, particularly excel i.e. pivot tables and v-lookups· working knowledge of one or more of the following: sql, r, python, c++, java· clear, logical analytical approach to problem-solving· ability to investigate data, find trends, forecast performance and provide insightfulrecommendations it’s a bonus if you have!· previous experience presenting information to key stakeholders· proficient use of vba’s· previous experience using sas· knowledge and practical experience with power bi and cloud collaboration solutions please note due to the large volume of applications we receive for these roles, if we have not contacted you within 7 days then, unfortunately, your application hasn’t been successful, however, we may contact you regarding other roles. we’re sorry we can’t  contact you directly but we wish you all the best in your job search"
